Wall time,Step,Value
1650335408.7625415,634,112.0
1650335409.8648841,635,40.0
1650335410.1148722,636,159.0
1650335411.1700819,637,34.0
1650335412.3933568,638,13.0
1650335414.4440463,639,-71.0
1650335418.2741365,640,-372.0
1650335418.7116137,641,130.0
1650335419.30534,642,115.0
1650335422.54784,643,-290.0
1650335422.8759499,644,149.0
1650335423.3915517,645,124.0
1650335425.3062963,646,-108.0
1650335426.1031373,647,66.0
1650335427.1583745,648,39.0
1650335427.8614676,649,86.0
1650335429.6270192,650,-81.0
1650335430.75197,651,32.0
1650335431.6040442,652,74.0
1650335432.3227577,653,98.0
1650335433.3315775,654,48.0
1650335433.9878004,655,106.0
1650335434.6283958,656,104.0
1650335436.574481,657,-102.0
1650335437.5518188,658,50.0
1650335438.7011113,659,29.0
1650335439.3417099,660,106.0
1650335439.9041855,661,118.0
1650335440.5916553,662,95.0
1650335441.0447617,663,120.0
1650335441.9438329,664,52.0
1650335442.4054656,665,129.0
1650335442.8273232,666,130.0
1650335443.6241598,667,81.0
1650335444.6484132,668,42.0
1650335445.398379,669,88.0
1650335446.2264717,670,70.0
1650335446.890858,671,102.0
1650335448.7657773,672,-99.0
1650335449.7744439,673,35.0
1650335451.8325372,674,-101.0
1650335452.8949897,675,47.0
1650335455.4752965,676,-140.0
1650335455.756533,677,161.0
1650335457.1554415,678,15.0
1650335458.3850555,679,37.0
1650335460.0275211,680,-45.0
1650335460.714991,681,86.0
1650335461.5518038,682,60.0
1650335462.66113,683,20.0
1650335463.8136814,684,-1.0
1650335464.4003863,685,108.0
1650335464.9472418,686,116.0
1650335466.0187092,687,28.0
1650335466.768678,688,82.0
1650335467.1839125,689,137.0
1650335468.3023365,690,1.0
1650335470.8281822,691,-203.0
1650335471.7271152,692,57.0
1650335472.3299422,693,95.0
1650335473.1376324,694,66.0
1650335473.481371,695,145.0
1650335474.7469354,696,-2.0
1650335475.4031606,697,92.0
1650335476.0125177,698,110.0
1650335476.4343626,699,120.0
1650335477.6460586,700,0.0
1650335479.3959885,701,-87.0
1650335481.00529,702,-110.0
1650335481.9512684,703,40.0
1650335482.428843,704,120.0
1650335483.5069253,705,17.0
1650335484.0779543,706,113.0
1650335485.0935352,707,29.0
1650335486.3278594,708,7.0
1650335486.749711,709,127.0
1650335488.3050945,710,-38.0
1650335489.0807934,711,67.0
1650335489.408969,712,148.0
1650335491.0651462,713,-60.0
1650335491.966506,714,52.0
1650335492.6318145,715,100.0
1650335493.0068052,716,144.0
1650335493.4130268,717,135.0
1650335493.9286335,718,117.0
1650335494.5152903,719,112.0
1650335494.843401,720,150.0
1650335495.5933728,721,70.0
1650335497.0308104,722,-2.0
1650335497.3994968,723,135.0
1650335498.2621052,724,62.0
1650335498.689089,725,136.0
1650335500.34527,726,-66.0
1650335501.1819906,727,71.0
1650335501.7288384,728,111.0
1650335502.3312945,729,100.0
1650335502.7218986,730,137.0
1650335503.2218778,731,124.0
1650335503.9874742,732,96.0
1650335504.8155615,733,62.0
1650335505.4092884,734,103.0
1650335505.753025,735,146.0
1650335506.315499,736,102.0
1650335506.690479,737,134.0
1650335508.745582,738,-134.0
1650335510.4728448,739,-77.0
1650335515.3069074,740,-686.0
1650335516.4719644,741,14.0
1650335516.8000965,742,146.0
1650335517.09694,743,154.0
1650335517.831292,744,79.0
1650335518.1368845,745,148.0
1650335518.8556042,746,76.0
1650335519.1368365,747,158.0
1650335519.6368244,748,124.0
1650335520.2774155,749,100.0
1650335520.7773943,750,119.0
